region_id,rel_region_id,mode,dir,ton,val
34021,153,all,out,61.21706344,581431.7591
34021,154,all,out,708.8366099,651399.8336
34021,155,all,out,908.171859,858060.544
34021,156,all,out,759.6953517,6319222.264
34021,157,all,out,221.0592693,1254211.367
34021,158,all,out,632.1501821,812855.5397
34021,159,all,out,2076.576002,2328509.606
34021,16,all,out,399.8019979,2722438.482
34021,160,all,out,11393.12164,12768412.88
34021,161,all,out,21838.50487,31040494.72
34021,162,all,out,48983.92822,97448876.46
34021,163,all,out,369.6946557,463533.9189
34021,164,all,out,7542.818603,5299988.03
34021,165,all,out,3400.033619,3897802.716
34021,166,all,out,9869.827166,11291083.37
34021,167,all,out,150.6194282,167359.8689
34021,168,all,out,366.1346514,409889.4472
34021,169,all,out,200.1398651,346346.1873
34021,17,all,out,17.99349728,24237.6787
34021,170,all,out,611.712596,947388.8979
34021,171,all,out,71.95949842,134875.3153
34021,172,all,out,117.9802149,111528.3587
34021,173,all,out,21296.64236,77918473.11
34021,174,all,out,324243.8206,562748190.1
34021,175,all,out,196.9627998,183677.6341
34021,176,all,out,941.090622,848878.807
34021,177,all,out,44.40433189,94648.57032
34021,178,all,out,25.33684421,294808.6594
34021,179,all,out,646.3820235,959628.1731
34021,18,all,out,196.3358597,1007367.417
34021,19,all,out,881.7149508,989484.8883
34021,2,all,out,20.78375968,218700.5607
34021,20,all,out,49.61137475,297561.6702
34021,21,all,out,938.759822,1270318.973
34021,22,all,out,264314.0253,676688586
34021,23,all,out,14661.93189,69765819.38
34021,24,all,out,4157.298048,22350882.73
34021,25,all,out,47.960196,53691.6615
34021,26,all,out,264.3066497,530915.7464
34021,27,all,out,796.0566426,875325.128
34021,28,all,out,780.5176358,1155025.111
34021,29,all,out,4564.126046,18136310.32
34021,3,all,out,241.9193424,270829.8403
34021,30,all,out,565.7093851,2177646.206
34021,31,all,out,10064.65811,33759239.39
34021,32,all,out,7043.43265,15106988.54
34021,33,all,out,8607.429983,20826412
34021,34,all,out,1927.705078,11086792.38
34021,34005,all,out,71539.85665,70771788.02
34021,34007,all,out,75443.33392,75926305.92
34021,34015,all,out,106954.1521,113223165.5
34021,34021,all,out,72341.64633,71639304.15
