stcc4,region,mode,ton,value,dir
2087,42017,all,1600,2447297.8,out
2098,42017,all,6973.166642,11366345.9,out
2099,42017,all,60840,74529893.88,out
2211,42017,all,4228.100855,29352854.63,out
2222,42017,all,952.4538978,6690432.243,out
2231,42017,all,838.319132,6334801.204,out
2241,42017,all,3880.463277,16593171.58,out
2251,42017,all,33.58159235,370187.4828,out
2271,42017,all,573.7549153,2070456.919,out
2272,42017,all,204.55936,738174.6763,out
2281,42017,all,443.8310521,2105385.618,out
2284,42017,all,1057.206336,5070147.415,out
2291,42017,all,96.11826703,560030.1702,out
2293,42017,all,114.6377338,611066.0881,out
2294,42017,all,214.1494621,865427.8956,out
2297,42017,all,449.0695889,785665.8337,out
2298,42017,all,1.26926166,7647.0893,out
2299,42017,all,374.2703667,1940222.727,out
2311,42017,all,6000,79757066,out
2384,42017,all,15.07884404,331697.1187,out
2385,42017,all,243.2210067,2952927.642,out
2387,42017,all,10.93172969,30354.81064,out
2389,42017,all,32.70979508,179138.7054,out
2391,42017,all,920.2354716,3109329.023,out
2392,42017,all,245.969131,1017179.64,out
2394,42017,all,2348.913017,11749713.65,out
2395,42017,all,181.8865411,1028878.971,out
2396,42017,all,219.6812744,1202891.209,out
2399,42017,all,43320,201501250.2,out
2411,42017,all,39270.14437,4889232.721,out
2421,42017,all,400,44489.223,out
2429,42017,all,14361.72838,8331898.491,out
2431,42017,all,9519.875,10613073.12,out
2432,42017,all,9224.569524,6924167.632,out
2433,42017,all,22361.27586,34111460.16,out
2434,42017,all,3967.614386,17385071.62,out
2439,42017,all,6654.868479,11064335.51,out
2441,42017,all,8514.412697,6216923.384,out
2491,42017,all,10966.01516,5589416.742,out
2492,42017,all,1055.702858,710356.1202,out
2493,42017,all,844.5090469,574901.6034,out
2494,42017,all,4746.537654,3275272.104,out
2495,42017,all,663.2144733,498120.0104,out
2496,42017,all,837.3502065,570028.2,out
2497,42017,all,5226.829399,3558176.91,out
2498,42017,all,28622.56499,19484880.88,out
2511,42017,all,1210.783074,2272602.414,out
2512,42017,all,466.0092211,2206488.769,out
2513,42017,all,640.276678,2853595.083,out
2514,42017,all,507.2838492,2319717.393,out
2515,42017,all,29.31692961,139825.4176,out
2516,42017,all,12.6483539,56944.0376,out
2517,42017,all,2400,15485566,out
2518,42017,all,5363.748321,24224769.41,out
2519,42017,all,6771.029784,30925914.62,out
2531,42017,all,98.14757891,567465.3868,out
2541,42017,all,15.17808716,56312.92505,out
2542,42017,all,77.8821897,297312.672,out
2591,42017,all,49.91964209,168561.8386,out
2599,42017,all,11600,62711572,out
2621,42017,all,13200,26100051.68,out
2643,42017,all,30648.31736,40696614.51,out
2644,42017,all,39211.80976,83693109.17,out
2645,42017,all,1649.807221,2891166.705,out
2647,42017,all,3200,7879072,out
2649,42017,all,55241.89022,113625595.3,out
2651,42017,all,40076.46385,71103161.73,out
2655,42017,all,22000,47003101.5,out
2711,42017,all,42588.06648,74620672.06,out
2721,42017,all,40618.65494,116524459.2,out
2741,42017,all,38686.52872,197692205,out
2761,42017,all,3741.06986,24649703.09,out
2771,42017,all,8284.733639,58776168.47,out
2791,42017,all,3693.929262,27477069.35,out
2818,42017,all,84448,105157137.1,out
2821,42017,all,7680,16630798,out
2831,42017,all,34464.6324,629076233.7,out
2841,42017,all,48019.42704,82210048.98,out
2842,42017,all,40763.50137,69010513.5,out
2843,42017,all,5503.925448,10879370.62,out
2844,42017,all,624340.8764,2502738923,out
2851,42017,all,36181.4998,100383836,out
2871,42017,all,94871.82951,32785991.3,out
2891,42017,all,6904.90458,16843793.29,out
2899,42017,all,68050.1705,219359859.5,out
2911,42017,all,400,484947.22,out
2912,42017,all,12912,12999244,out
2951,42017,all,242727.7295,22685179.71,out
2952,42017,all,5852.986063,1717243.72,out
2991,42017,all,99444.38351,85207296.25,out
3031,42017,all,2374.414382,5109685.229,out
3041,42017,all,424.2802632,1770728.707,out
3061,42017,all,3310.486434,25216219.51,out
3071,42017,all,16089.61255,58280806.56,out
3072,42017,all,130184.1079,426035255.4,out
3111,42017,all,121.9639696,538834.6079,out
3121,42017,all,4.8833332,24646.0825,out
3199,42017,all,19.45896857,151926.3584,out
3229,42017,all,8485.340001,28555655.75,out
3241,42017,all,49486.25031,4372779.224,out
3253,42017,all,1328.146806,692871.1078,out
3262,42017,all,4708.00869,27030112.78,out
3271,42017,all,549835.9822,76443043.15,out
3273,42017,all,410366.1604,28299165,out
3274,42017,all,146004.2188,31006854.93,out
3281,42017,all,51888.98029,7236500.122,out
3291,42017,all,135.7870872,412036.6776,out
3292,42017,all,3793.8527,617582.7328,out
3293,42017,all,1193.185975,6327304.932,out
3295,42017,all,151348.3746,12770638.18,out
3299,42017,all,45954.87468,30302947.22,out
3311,42017,all,1961.243557,2191217.6,out
3312,42017,all,527537.2795,812359132.1,out
3352,42017,all,12258.73718,25497433.99,out
3356,42017,all,2679.199051,6868087.598,out
3357,42017,all,400,1666833,out
3361,42017,all,4113.006492,7246614.422,out
3391,42017,all,8338.93681,16547560.34,out
3399,42017,all,2960.393284,6817337.232,out
3423,42017,all,893.9666826,15284059.4,out
3429,42017,all,20800,128555440.5,out
3431,42017,all,400,818796.81,out
3441,42017,all,28301.45066,76081735.37,out
3442,42017,all,7077.429852,17560544.41,out
3443,42017,all,6198.136716,48545175.17,out
3444,42017,all,56335.21365,112434545.6,out
3446,42017,all,13244.58993,36795547.19,out
3449,42017,all,84503.18139,235908167.2,out
3452,42017,all,52480.49173,238481733.7,out
3461,42017,all,1704.7395,8412416.789,out
3481,42017,all,4441.092123,9877238.347,out
3491,42017,all,12287.28559,29647561.43,out
3492,42017,all,6783.091305,12072850.86,out
3493,42017,all,7389.644973,13965952.79,out
3494,42017,all,3415.606657,16926706.2,out
3499,42017,all,11478.94287,42524133.7,out
3511,42017,all,17420,171195144,out
3522,42017,all,472.5286916,3447285.68,out
3524,42017,all,2820.149546,13447567.65,out
3534,42017,all,1539.431257,8513950.081,out
3535,42017,all,1135.836175,7447001.739,out
3537,42017,all,15210.87856,55600448.66,out
3541,42017,all,180.8748334,3015110.306,out
3542,42017,all,614.2471787,7705243.672,out
3544,42017,all,2379.647054,27081075.56,out
3545,42017,all,907.9065037,15266362.77,out
3548,42017,all,247.0344248,2765678.522,out
3552,42017,all,194.4548207,1896421.964,out
3555,42017,all,556.4267463,5743931.991,out
3559,42017,all,15874.61875,155577016.1,out
3561,42017,all,9801.388848,131904775.6,out
3564,42017,all,527.3145709,6131745.265,out
3566,42017,all,368.5454339,2712434.825,out
3567,42017,all,1364.312816,15265625.08,out
3569,42017,all,1389.865839,14158363.91,out
3573,42017,all,531.8556447,27137917.78,out
3574,42017,all,8549.885551,36702279.9,out
3576,42017,all,302.9813117,3305825.527,out
3585,42017,all,7645.967658,78173707.92,out
3589,42017,all,829.3651969,9711747.393,out
3592,42017,all,94.92419546,940492.8067,out
3599,42017,all,8301.509282,51077820.59,out
3611,42017,all,181.2675529,48712992.72,out
3612,42017,all,49.04266966,800817.9512,out
3622,42017,all,1052.749362,22862962.88,out
3623,42017,all,157.9520648,1306143.581,out
3629,42017,all,12393.82045,91428209.52,out
3642,42017,all,5674.375615,64352680.47,out
3643,42017,all,233.3224374,2229963.491,out
3644,42017,all,400,3004676.5,out
3651,42017,all,2.23651972,24632.5572,out
3652,42017,all,27.12745136,725213.6349,out
3661,42017,all,415.159931,12641570.53,out
3662,42017,all,10.50629163,979256.2287,out
3674,42017,all,619.7830365,18931365.97,out
3679,42017,all,24924.55003,134735035.8,out
3693,42017,all,21.45198976,457701.496,out
3694,42017,all,144.6276394,1482702.499,out
3699,42017,all,1322.70742,14289092.05,out
3714,42017,all,23882.1072,207282340.8,out
3723,42017,all,11.4201128,2296852.28,out
3729,42017,all,5.87978604,1132953.549,out
3741,42017,all,825.9456099,730455.4292,out
3769,42017,all,76.14782863,19771826.22,out
3791,42017,all,7355.690398,21480298.57,out
3799,42017,all,1516.924815,8577866.868,out
3811,42017,all,81.0482184,6565304.628,out
3821,42017,all,743.9825243,48215182.58,out
3822,42017,all,2.963036089,190858.655,out
3831,42017,all,485.9799898,20668121.31,out
3841,42017,all,8552.572309,51308209.35,out
3842,42017,all,4988.605801,58393818.06,out
3843,42017,all,1709.793079,36733485.3,out
3861,42017,all,47.26112433,839326.7402,out
3871,42017,all,122.7318054,1583278.035,out
3911,42017,all,28.01785377,4785797.507,out
3931,42017,all,4884.622975,21013867.51,out
3941,42017,all,5160,42098327,out
3942,42017,all,92.75776969,1162410.667,out
3943,42017,all,2962.81112,23724848.92,out
3961,42017,all,618.7358967,2232750.943,out
3993,42017,all,20825.81552,77771618.1,out
3996,42017,all,468.3572291,78372.93223,out
3999,42017,all,5194.536704,36415379.38,out
4021,42017,all,115074.7731,31544754.86,out
4022,42017,all,139843.4048,30128181.61,out
4024,42017,all,145997.6192,30818842.65,out
4025,42017,all,400,0,out
4029,42017,all,127710.0097,29676204.2,out
4121,42017,all,8620,0,out
4221,42017,all,157000,0,out
4311,42017,all,4962.99015,13040104.41,out
4411,42017,all,4800,0,out
4611,42017,all,307400,1556332065,out
4621,42017,all,400,0,out
5010,42017,all,1855161.132,2076861492,out
5021,42017,all,404475.0856,1710800674,out
5022,42017,all,1333113.04,5638643015,out
5031,42017,all,219.676467,2232344.1,out
113,42029,all,344933.3894,45300419.82,out
114,42029,all,20630.60515,4568326.314,out
119,42029,all,127379.6603,69484377.45,out
122,42029,all,9296.725611,10579041.58,out
129,42029,all,35.6307553,79819.4694,out
133,42029,all,26.78819077,31635.6838,out
139,42029,all,3830.433932,5176550.458,out
141,42029,all,8036.842955,14268796.69,out
142,42029,all,203406.5228,175099520,out
151,42029,all,7059.484885,14725472,out
152,42029,all,3176.63796,2377089.944,out
191,42029,all,1029.591787,3332002.363,out
199,42029,all,10.2366063,3197.65802,out
1421,42029,all,2272676.229,20431358.83,out
2011,42029,all,802.5600717,2566196.849,out
2012,42029,all,755.7238738,2440165.255,out
2013,42029,all,757.4951358,2451258.469,out
2024,42029,all,1129.783761,1432974.044,out
2026,42029,all,37565.1889,33244447.13,out
2033,42029,all,18934.20643,14989106.53,out
2035,42029,all,428.5910112,357572.2619,out
2037,42029,all,4138.034904,4080568.699,out
2038,42029,all,918.0958444,1759556.65,out
2039,42029,all,2031.673226,3550194.693,out
2042,42029,all,72109.16554,13083471.84,out
2051,42029,all,93411.00435,227692580.5,out
2071,42029,all,1403.954356,3302491.469,out
2082,42029,all,106678.5762,97922279.05,out
2084,42029,all,4178.82519,8543666.282,out
2093,42029,all,2567.490514,1167176.723,out
2094,42029,all,161.5110739,562359.2559,out
2096,42029,all,939.4937055,969898.2257,out
2097,42029,all,17842.90108,7953767.24,out
2098,42029,all,19891.84831,32423954.04,out
2099,42029,all,113261.9528,128037670.8,out
2291,42029,all,178.0701755,1037520.489,out
2293,42029,all,301.4839303,1607032.828,out
2294,42029,all,407.8258935,1648119.585,out
2297,42029,all,687.9946682,1203675.124,out
2299,42029,all,1064.846949,5520181.001,out
2385,42029,all,2.2381058,27172.672,out
2389,42029,all,479.7013819,2627136.174,out
2391,42029,all,369.9330594,1249944.84,out
2392,42029,all,70.28654518,290662.661,out
2395,42029,all,345.775354,1955950.108,out
2396,42029,all,28.68449806,157065.4169,out
2431,42029,all,4354.012167,4853997.586,out
2432,42029,all,711.6853317,534206.8903,out
2433,42029,all,6788.007871,10354903.94,out
2434,42029,all,8380.752276,36722312.78,out
2439,42029,all,1681.596668,2795810.268,out
2441,42029,all,29365.49251,21397249.31,out
2491,42029,all,6057.798227,3087681.265,out
2492,42029,all,1266.163261,851969.6736,out
2493,42029,all,1010.183539,687684.9136,out
2494,42029,all,5699.4833,3932836.887,out
2495,42029,all,792.9200913,595537.9184,out
2496,42029,all,995.5317786,677710.6943,out
2497,42029,all,6277.546898,4273455.382,out
2498,42029,all,1684.993493,1147063.435,out
2511,42029,all,871.0591494,1634951.147,out
2512,42029,all,332.0998976,1572446.84,out
2513,42029,all,176.4506712,786408.0693,out
2514,42029,all,352.9533139,1613991.732,out
2516,42029,all,72.02518641,324263.9281,out
2517,42029,all,328.7121727,2039988.522,out
2518,42029,all,998.6644461,4510356.332,out
2519,42029,all,2087.609366,9534920.364,out
2531,42029,all,11.40686164,65951.69678,out
2541,42029,all,1256.24728,4660861.11,out
2542,42029,all,1203.902486,4595857.73,out
2591,42029,all,63.3389008,213874.1619,out
2621,42029,all,886.4021412,1693371.762,out
2631,42029,all,11575.52411,8143730.801,out
2642,42029,all,37498.62478,81520206.7,out
2643,42029,all,27748.8587,36846545.12,out
2644,42029,all,6283.363864,13411119.19,out
2645,42029,all,2096.465304,3673902.423,out
2649,42029,all,745.736734,1529976.338,out
2651,42029,all,54526.33549,96739942.88,out
2711,42029,all,8661.12137,15175582.02,out
2721,42029,all,28382.29026,81421480.72,out
2741,42029,all,29853.44843,152503614.4,out
2761,42029,all,30.04335077,197953.9807,out
2771,42029,all,5221.201939,37041895.4,out
2791,42029,all,642.8516638,4781813.182,out
2831,42029,all,24134.26227,440320702.8,out
2841,42029,all,1414.159125,2406351.262,out
2842,42029,all,3970.344872,6721589.77,out
2851,42029,all,21015.12718,58152606.49,out
2871,42029,all,370338.7314,122415713.2,out
2891,42029,all,2196.383149,5357847.135,out
2892,42029,all,46604.22047,54899554.75,out
2893,42029,all,1655.363587,8011162.726,out
2899,42029,all,42016.04076,135696371.2,out
2951,42029,all,64882.55161,6063882.126,out
2952,42029,all,146993.7399,43127401.09,out
3031,42029,all,3381.775794,7277503.987,out
3071,42029,all,24776.85432,87866686.32,out
3072,42029,all,33048.56596,108153401,out
3111,42029,all,285.010674,1259172.048,out
3229,42029,all,920.8310862,3109745.542,out
3241,42029,all,28546.56707,2522475.097,out
3251,42029,all,14485.33867,8014925.139,out
3255,42029,all,3503.050235,2246922.358,out
3262,42029,all,64.75635265,371785.9471,out
3271,42029,all,454148.4691,63139719.82,out
3273,42029,all,136215.1187,9393499.495,out
3275,42029,all,20956.07965,4353771.988,out
3281,42029,all,23435.80814,3268386.228,out
3291,42029,all,646.1365936,1960657.478,out
3293,42029,all,2684.974354,14238058.4,out
3296,42029,all,46845.54627,8134044.653,out
3311,42029,all,1546.641589,1727999.64,out
3312,42029,all,412639.1398,607917346.1,out
3321,42029,all,23321.87689,57324028.14,out
3331,42029,all,2691.173637,13586218.01,out
3356,42029,all,64156.36839,164463908.2,out
3392,42029,all,964.5843796,1535444.075,out
3399,42029,all,1993.738439,4262862.501,out
3421,42029,all,308.4915448,4287651.976,out
3423,42029,all,798.6280145,13654063.62,out
3425,42029,all,344.2462305,5020262.904,out
3428,42029,all,42.17443915,310182.958,out
3429,42029,all,132.524424,787586.1167,out
3441,42029,all,55.43990676,149037.0378,out
3442,42029,all,120.2787424,298436.0439,out
3443,42029,all,543.7376112,4258672.956,out
3444,42029,all,4888.930661,9757390.804,out
3446,42029,all,322.3949502,895663.7087,out
3449,42029,all,29771.76557,83114061.09,out
3452,42029,all,3025.184774,13747037.95,out
3461,42029,all,1333.499465,6580450.046,out
3481,42029,all,5717.749206,12716595.35,out
3491,42029,all,6568.036527,15847785.13,out
3494,42029,all,4654.508968,22978228.77,out
3499,42029,all,6925.374702,25655285.75,out
3519,42029,all,171.0026142,1706235.405,out
3522,42029,all,821.065625,5841941.354,out
3524,42029,all,1575.437999,7512300.021,out
3533,42029,all,5556.997422,61290106.23,out
3535,42029,all,878.4572551,5759521.47,out
3536,42029,all,674.0059592,4508883.695,out
3541,42029,all,33.53506821,559016.0619,out
3544,42029,all,220.8331885,2513145.943,out
3545,42029,all,117.4343764,1974648.044,out
3548,42029,all,192.1021583,2150683.312,out
3552,42029,all,302.5524462,2950644.712,out
3554,42029,all,644.6438118,7110754.888,out
3559,42029,all,6637.728954,65052149.02,out
3561,42029,all,3135.386437,42195290.89,out
3564,42029,all,11.53484013,134129.9915,out
3566,42029,all,1600.953722,11782760.67,out
3569,42029,all,10508.94518,107053117.9,out
3574,42029,all,810.2467644,3478163.82,out
3585,42029,all,14.6558597,149188.562,out
3589,42029,all,4644.538443,54386878.58,out
3599,42029,all,9702.513816,59697971.37,out
3622,42029,all,33.41311709,725645.5074,out
3623,42029,all,637.7580539,5273774.567,out
3629,42029,all,29701.92774,219108715.6,out
3634,42029,all,15619.79956,72744221.12,out
3642,42029,all,3.83750547,43452.8619,out
3644,42029,all,182.8140682,1333936.329,out
3652,42029,all,53.39222299,1427364.754,out
3661,42029,all,405.7640821,12355467.96,out
3662,42029,all,174.3525552,16250817.26,out
3674,42029,all,2.655089252,81100.10027,out
3679,42029,all,2428.646518,13128573.06,out
3694,42029,all,145.7334431,1494039.043,out
3699,42029,all,1469.860851,15878777.84,out
3713,42029,all,1286.858826,2519777.361,out
3714,42029,all,38656.2716,333707920.5,out
3715,42029,all,582.927563,2213369.197,out
3741,42029,all,10538.01852,9319685.025,out
3742,42029,all,12622.42714,11778132.12,out
3811,42029,all,35.33888807,2862623.889,out
3821,42029,all,4.621546123,299507.9522,out
3822,42029,all,1.229255159,79180.26509,out
3831,42029,all,1.3270661,56438.461,out
3841,42029,all,4953.439362,29716451.61,out
3842,42029,all,10481.94182,122695724.9,out
3843,42029,all,85.47356121,1836328.535,out
3871,42029,all,152.4228374,1966301.504,out
3911,42029,all,0.618620503,105668.0688,out
3914,42029,all,85.96493847,434796.3795,out
3943,42029,all,12.65132508,101306.0784,out
3961,42029,all,419.0506923,1512173.137,out
3993,42029,all,12984.91198,48490664.27,out
3996,42029,all,575.2952594,96267.49141,out
3999,42029,all,2759.371041,19344081.91,out
4021,42029,all,68226.33864,18353977.18,out
4022,42029,all,69849.91376,15048624.47,out
4024,42029,all,69582.41941,14569839.66,out
4029,42029,all,64666.44086,15026657,out
4111,42029,all,4099.746073,12889398.44,out
4211,42029,all,3126.931168,12793211.4,out
4221,42029,all,0,0,out
4311,42029,all,8517.317261,22269245.35,out
5010,42029,all,3338230.108,3737164110,out
5021,42029,all,15202.55856,64301976.03,out
5031,42029,all,222.616569,2262221.38,out
113,42045,all,835.0055392,109662.0403,out
114,42045,all,7449.228585,1649515.733,out
119,42045,all,1510.155777,823775.4311,out
122,42045,all,712.5081224,810785.7946,out
123,42045,all,198197.3994,343184432.9,out
129,42045,all,4570.361778,10238454.13,out
133,42045,all,513.3518196,606246.0583,out
139,42045,all,5238.439331,7079366.489,out
191,42045,all,14.231737,46057.2636,out
192,42045,all,9.094713839,14503.50355,out
842,42045,all,46.48706767,93942.26134,out
900,42045,all,1.338940701,11965.29341,out
913,42045,all,62.80941584,177929.4788,out
1051,42045,all,8941.894812,241431.1629,out
1061,42045,all,1386.440592,10065.55915,out
1121,42045,all,21308.588,728771.88,out
1311,42045,all,19878.83277,10936949.34,out
1400,42045,all,524.4755608,926701.3773,out
1451,42045,all,1114.115929,57098.44193,out
1491,42045,all,1421.532871,51416.41212,out
1931,42045,all,612.6446362,14393291.83,out
1951,42045,all,348.0791187,14191725.88,out
1961,42045,all,2.7849181,55860.332,out
2000,42045,all,570.9918216,3788057.376,out
2010,42045,all,1644.822775,9533146.28,out
2011,42045,all,1892.881731,6052515.253,out
2012,42045,all,1757.786486,5675736.39,out
2013,42045,all,1767.669151,5720187.385,out
2014,42045,all,50.5930941,23452.7508,out
2023,42045,all,248.8415084,354522.3306,out
2024,42045,all,1236.324575,1568106.271,out
2025,42045,all,341.10506,874273.0927,out
2026,42045,all,464073.0119,410695412.1,out
2031,42045,all,10.7010467,6184.76476,out
2033,42045,all,1114.494279,882280.0847,out
2034,42045,all,79495.90788,69285356.27,out
2036,42045,all,4143.451574,8742523.031,out
2037,42045,all,524.2506498,516970.202,out
2038,42045,all,10.102157,19361.0691,out
2042,42045,all,387.2473941,70262.08587,out
2045,42045,all,7426.681057,7146555.952,out
2046,42045,all,7256.209119,3030706.818,out
2051,42045,all,36389.68615,88701132.36,out
2052,42045,all,86.6330301,199264.2539,out
2062,42045,all,5.3985605,2269.428,out
2071,42045,all,33343.52613,78433254.65,out
2082,42045,all,15395.49424,14131815.43,out
2083,42045,all,3015.678811,1499761.705,out
2084,42045,all,654.2455973,1337614.221,out
2085,42045,all,2429.19656,2668412.229,out
2086,42045,all,164713.2504,99355810.14,out
2092,42045,all,223.7798928,86775.83787,out
2093,42045,all,2.5139456,1142.8353,out
2094,42045,all,2.5054612,8723.6699,out
2095,42045,all,17.83238442,69201.2523,out
2096,42045,all,10.3052172,10638.7214,out
2097,42045,all,41479.74594,18490279.9,out
2098,42045,all,222.4119009,362534.0876,out
2099,42045,all,11737.74576,13269007.36,out
2121,42045,all,649.9064941,10308499.05,out
2131,42045,all,335.58188,5320175.725,out
2200,42045,all,3717.51637,65078805.74,out
2211,42045,all,59.5040572,389084.447,out
2221,42045,all,50.45365742,292569.1195,out
2231,42045,all,85.24025444,644122.3104,out
2241,42045,all,48.70872322,208282.4017,out
2272,42045,all,97.24559305,350921.2868,out
2279,42045,all,455.5716812,1567941.068,out
2281,42045,all,37.13265737,176144.8699,out
2284,42045,all,126.2520128,605479.073,out
2291,42045,all,2.5131631,14642.869,out
2293,42045,all,91.82395661,489459.2956,out
2294,42045,all,125.9356258,508935.216,out
2295,42045,all,81.74074385,514220.8056,out
2298,42045,all,728.4396537,4388727.318,out
2299,42045,all,1679.405999,8706063.935,out
2331,42045,all,242.3310498,3400680.586,out
2352,42045,all,8.1631144,79776.1845,out
2381,42045,all,20.04046944,180452.4985,out
2385,42045,all,7.1514462,86825.162,out
2386,42045,all,6.29521725,95588.9868,out
2389,42045,all,4.367394,23918.5,out
2391,42045,all,86.38673314,291886.9976,out
2392,42045,all,41.4765999,171522.1414,out
2393,42045,all,7.76771927,41842.0096,out
2394,42045,all,1316.122539,6583497.614,out
2395,42045,all,120.3406633,680731.9321,out
2396,42045,all,40.71901305,222961.8508,out
2400,42045,all,2518.54519,11520697.64,out
2421,42045,all,781.179884,85500.92633,out
2432,42045,all,1.1680535,876.76703,out
2433,42045,all,48.2105979,73543.8317,out
2434,42045,all,2259.798048,9901857.121,out
2439,42045,all,4.9937373,8302.5512,out
2441,42045,all,6644.062257,4841214.801,out
2492,42045,all,140.9387205,94834.14903,out
2493,42045,all,111.8507589,76142.67815,out
2494,42045,all,686.0066303,473367.8539,out
2495,42045,all,86.4794562,64952.06399,out
2496,42045,all,109.2256023,74355.5949,out
2497,42045,all,771.4742885,525183.007,out
2498,42045,all,9910.344142,6746491.011,out
2499,42045,all,416.1872746,222778.54,out
2500,42045,all,261.9068808,23716860.33,out
2511,42045,all,92.62583446,173855.8286,out
2512,42045,all,4.2009011,19890.6812,out
2514,42045,all,1.1991267,5483.3896,out
2517,42045,all,2.121765462,13167.68315,out
2518,42045,all,414.1299817,1870371.758,out
2519,42045,all,384.0757142,1754222.478,out
2531,42045,all,177.496853,1026243.562,out
2542,42045,all,156.1839882,596227.183,out
2591,42045,all,225.7208785,762183.4722,out
2600,42045,all,1522.420025,13929746.66,out
2611,42045,all,455.1709887,169056.2335,out
2621,42045,all,314534.9464,600883692.6,out
2642,42045,all,1556.532876,3383827.618,out
2643,42045,all,367.3130625,487739.6037,out
2644,42045,all,2620.552314,5593268.221,out
2647,42045,all,44.41511171,107944.1167,out
2649,42045,all,2771.7762,5686660.922,out
2651,42045,all,44523.60382,78993221.1,out
2655,42045,all,2709.040432,5423202.704,out
2700,42045,all,4006.562048,86592025.81,out
2711,42045,all,16414.26975,28760258.84,out
2721,42045,all,15337.89897,44000481.36,out
2731,42045,all,478.4474538,3119277.687,out
2741,42045,all,5165.880597,26389429.57,out
2761,42045,all,81.73581026,538552.7499,out
2771,42045,all,2356.952066,16721432.15,out
2781,42045,all,532.0150717,2857800.556,out
2791,42045,all,1691.462504,12581841.32,out
2800,42045,all,672.4958638,56314373.24,out
2810,42045,all,750.4447144,49776095.98,out
2812,42045,all,1734.440306,511159.1632,out
2814,42045,all,472678.9605,399784790.8,out
2815,42045,all,1343.366063,1352159.557,out
2819,42045,all,83345.258,143524627,out
2821,42045,all,469400,1016470885,out
2831,42045,all,24140.31189,1442856190,out
2841,42045,all,31955.68387,54376200.25,out
2842,42045,all,3814.47602,6457711.798,out
2843,42045,all,20346.33899,40217726.76,out
2844,42045,all,1753.040119,7026460.454,out
2851,42045,all,14749.03303,40813206.62,out
2861,42045,all,2.5951241,6274.511,out
2871,42045,all,47.54747557,15716.84916,out
2879,42045,all,155.3007191,537459.0736,out
2891,42045,all,668.7274954,1631290.863,out
2893,42045,all,1436.620959,6952553.792,out
2899,42045,all,10455.17772,33702285.55,out
2911,42045,all,18890627.91,17257394647,out
2912,42045,all,1441492.615,1179151506,out
2951,42045,all,355314.0747,33207428.32,out
2952,42045,all,117021.1082,34333545.28,out
2991,42045,all,81881.55701,70158878.62,out
3000,42045,all,970.2051058,29433470.82,out
3011,42045,all,42.06317266,235169.245,out
3021,42045,all,6.5204105,130691.3,out
3031,42045,all,63.99540412,137716.6459,out
3041,42045,all,497.1435957,2074822.971,out
3061,42045,all,3330.88933,25371629.09,out
3071,42045,all,18549.4068,65782157.17,out
3072,42045,all,15952.46747,52205400.18,out
3141,42045,all,253.272676,5635784.98,out
3161,42045,all,40.36756229,472146.9629,out
3199,42045,all,1.9804069,15462.073,out
3211,42045,all,222.4449195,45298.92306,out
3221,42045,all,984.2816189,647004.3495,out
3229,42045,all,1980.775132,6689290.341,out
3241,42045,all,840.8526728,74300.70092,out
3251,42045,all,4907.202438,2715218.527,out
3255,42045,all,6314.371859,4050156.913,out
3261,42045,all,1.1005543,2039.3104,out
3262,42045,all,2280.985326,13095831.76,out
3264,42045,all,62.15752008,399398.6675,out
3269,42045,all,953.6463483,3181943.267,out
3271,42045,all,32185.24966,4474676.93,out
3273,42045,all,85538.77411,5898819.702,out
3274,42045,all,10.9772276,2331.22916,out
3281,42045,all,38609.76776,5384565.037,out
3291,42045,all,813.5320013,2468607.476,out
3293,42045,all,650.2471412,3448173.317,out
3295,42045,all,7041.834344,613195.2002,out
3296,42045,all,10024.99813,1740694.49,out
3299,42045,all,1.7714953,1167.8829,out
3300,42045,all,1111.415418,118460178,out
3311,42045,all,261.83377,292536.2234,out
3312,42045,all,100815.4212,137271985.9,out
3313,42045,all,2952.156122,3121319.902,out
3315,42045,all,254.193463,983859.5928,out
3321,42045,all,5550.913889,13643873.86,out
3331,42045,all,1.89556,9569.6133,out
3332,42045,all,678.0502642,1071319.391,out
3333,42045,all,3380.795695,5274041.33,out
3339,42045,all,1527.857281,151257869.7,out
3351,42045,all,2342.871884,8491247.771,out
3352,42045,all,17716.81236,36849901.98,out
3356,42045,all,8250.137534,21149106.53,out
3357,42045,all,696.2563653,2652339.661,out
3361,42045,all,9119.507412,16067456.68,out
3391,42045,all,892.5125881,1771077.796,out
3399,42045,all,40304.08772,86175187.16,out
3400,42045,all,2432.328565,68040129.95,out
3411,42045,all,27.3743989,78232.40334,out
3421,42045,all,73.39307153,1020073.162,out
3423,42045,all,1339.992745,22909722.19,out
3425,42045,all,223.4597387,3258791.271,out
3428,42045,all,482.1912601,3546401.844,out
3429,42045,all,5067.397138,30115291.89,out
3432,42045,all,75.62405623,704345.7959,out
3433,42045,all,1824.002122,18375795.49,out
3441,42045,all,12878.11151,34619746.7,out
3442,42045,all,1643.985701,4079063.303,out
3443,42045,all,622.4892665,4875473.233,out
3444,42045,all,20421.74016,40757971.9,out
3446,42045,all,10732.33817,29816117.76,out
3449,42045,all,39509.66117,110299419.3,out
3452,42045,all,8745.378614,39740730.14,out
3461,42045,all,2603.154485,12845845.54,out
3481,42045,all,1284.752224,2857361.158,out
3491,42045,all,22348.40416,53923681.95,out
3492,42045,all,9907.959331,17634631.54,out
3493,42045,all,2395.561563,4527456.915,out
3494,42045,all,9731.131031,48040331.93,out
